target,day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
extended_objects,20241026,90651138,0,v,V,64.92993738358005,53.15005835946358,15.894804000854492,28.342445373535156,253.07579040527344,14.533361434936523,2.12058424949646,74.591796875,90,0.02009485848248005,0.013468153774738312,120.0,71.0,49.0,2.1211963242771956,105.0,113.0,103.0,101.0,13.0,136.0
extended_objects,20241026,90651139,0,b,B,64.92995076990088,53.150097236587364,15.944611549377441,28.223299026489258,226.2729949951172,13.81105899810791,2.1731059551239014,70.84070587158203,63,0.024358602240681648,0.017459873110055923,240.0,71.0,81.0,2.1760981486621023,76.0,80.0,75.0,73.0,16.0,89.0
extended_objects,20241026,90651140,0,r,R,78.35772139603296,37.443659778309204,8.030024528503418,25.736164093017578,30.690969467163086,8.658421516418457,2.016261100769043,64.98892974853516,52,0.028859859332442284,0.015900200232863426,10.0,67.0,12.0,2.0218079301653837,60.0,67.0,65.0,64.0,0.0,76.0
extended_objects,20241026,90651141,0,r,R,78.35772731381226,37.44367429881246,7.783292293548584,26.927392959594727,91.84461975097656,11.237950325012207,1.8179817199707031,53.62561798095703,69,0.016021937131881714,0.009380311705172062,30.0,66.0,12.0,1.8206053160392313,83.0,93.0,104.0,99.0,0.0,103.0
extended_objects,20241026,90651142,0,v,V,78.35773945250293,37.44360499079068,7.494558811187744,27.591190338134766,126.79285430908203,11.605826377868652,1.9618476629257202,65.52330780029297,70,0.019853457808494568,0.01331206876784563,60.0,69.0,19.0,1.9679407338014567,84.0,95.0,80.0,77.0,2.0,106.0
extended_objects,20241026,90651143,0,b,B,78.3577503992309,37.443594927061284,7.076601028442383,27.393470764160156,114.5008544921875,11.328519821166992,2.0407803058624268,73.38570404052734,56,0.024901164695620537,0.014013674110174179,120.0,69.0,43.0,2.0433322986305207,73.0,83.0,65.0,58.0,0.0,92.0
extended_objects,20241026,90651144,0,halpha,Halpha,78.35778777050525,37.44372310073912,6.264824867248535,25.75372314453125,29.310379028320312,13.370437622070312,2.04115629196167,72.7294921875,27,0.07852555066347122,0.035839758813381195,300.0,47.0,101.0,2.0401028751366033,34.0,44.0,45.0,42.0,2.0,47.0
extended_objects,20241026,90651145,0,r,R,85.24448075170254,-2.4683071763992763,41.66753005981445,25.689516067504883,41.50340270996094,8.76297664642334,2.059945583343506,73.75423431396484,13,0.03467674180865288,0.029043002054095268,10.0,13.0,5.0,2.009741261895142,17.0,17.0,14.0,14.0,0.0,17.0
extended_objects,20241026,90651146,0,r,R,85.25284378787056,-2.4598256417096844,41.43466567993164,27.623132705688477,243.97442626953125,16.90373420715332,2.09330415725708,44.50959014892578,9,0.017232993617653847,0.005693996790796518,60.0,11.0,18.0,2.116626854235229,10.0,11.0,18.0,18.0,1.0,11.0
extended_objects,20241026,90651147,0,v,V,85.25285634103638,-2.459919635178573,41.29056167602539,28.299148559570312,331.88916015625,15.929438591003418,2.2912380695343018,95.68920135498047,13,0.019836317747831345,0.00944784190505743,120.0,17.0,40.0,2.295660751208006,15.0,15.0,19.0,19.0,1.0,16.0
extended_objects,20241026,90651148,0,b,B,85.25293897079018,-2.4599799768093313,41.076324462890625,27.505149841308594,309.17694091796875,15.308208465576172,2.4153926372528076,69.84087371826172,9,0.03245612978935242,0.01745639741420746,240.0,9.0,66.0,2.5024600188569774,10.0,10.0,10.0,10.0,0.0,10.0
extended_objects,20241027,90662048,0,rp,rp,267.9509735990279,23.0814318817527,33.078304290771484,24.37928581237793,3010.960205078125,41.0953369140625,2.316545248031616,82.2423095703125,3,0.06461794674396515,0.03507865592837334,10.0,8.0,7.0,2.3118823390363934,4.0,5.0,10.0,10.0,4.0,6.0
extended_objects,20241027,90662049,0,rp,rp,325.97633572884735,53.71278474265528,22.04166603088379,24.051103591918945,232.75479125976562,13.13334846496582,2.478938341140747,99.492919921875,31,0.033483363687992096,0.019588487222790718,5.0,34.0,9.0,2.4865635669196844,35.0,46.0,34.0,34.0,9.0,44.0
extended_objects,20241027,90662050,0,rp,rp,325.97613167758345,53.71290844662266,21.8687686920166,23.823463439941406,224.52919006347656,12.98388671875,2.5038206577301025,92.08407592773438,28,0.03529668226838112,0.018806762993335724,5.0,33.0,8.0,2.505472385585317,31.0,41.0,32.0,32.0,8.0,39.0
extended_objects,20241027,90662051,0,rp,rp,325.9762059639287,53.71264311409077,21.759977340698242,23.879802703857422,177.24017333984375,11.922731399536133,2.1661758422851562,76.27123260498047,34,0.034165654331445694,0.021832916885614395,5.0,40.0,5.0,2.164486544821266,39.0,53.0,36.0,36.0,9.0,48.0
extended_objects,20241027,90662052,0,gp,gp,325.9761659232364,53.71246968896333,21.63473129272461,24.553144454956055,236.39453125,13.125785827636719,2.837472438812256,118.52430725097656,23,0.03696766868233681,0.020233266055583954,10.0,24.0,6.0,2.836808806592749,27.0,37.0,24.0,24.0,6.0,34.0
extended_objects,20241027,90662053,0,gp,gp,325.976154696486,53.71260688882989,21.52021026611328,24.915836334228516,445.1588134765625,17.023225784301758,2.9057955741882324,122.94219970703125,21,0.03917897492647171,0.02086888626217842,20.0,24.0,15.0,2.9291790502036634,25.0,35.0,22.0,22.0,6.0,35.0
extended_objects,20241027,90662054,0,gp,gp,325.97613311806526,53.71245595717885,21.412731170654297,25.05628204345703,393.4188537597656,16.595014572143555,2.847701072692871,116.48924255371094,22,0.03789911046624184,0.01572871394455433,20.0,30.0,6.0,2.8593754926924184,25.0,35.0,27.0,27.0,6.0,35.0
extended_objects,20241027,90662055,0,gp,gp,325.9762042628544,53.71256420409089,21.299633026123047,25.107322692871094,350.6087341308594,15.514507293701172,2.8207075595855713,120.9609603881836,23,0.050682395696640015,0.03697103634476662,20.0,30.0,9.0,2.820129937942237,29.0,38.0,24.0,24.0,7.0,39.0
extended_objects,20241027,90662057,0,rp,rp,314.6898960205796,44.33003698158834,8.372231483459473,25.253583908081055,693.1915893554688,20.6445255279541,2.2562661170959473,82.64588165283203,24,0.0239736158400774,0.014439145103096962,30.0,25.0,9.0,2.2809667776690463,28.0,32.0,27.0,27.0,2.0,31.0
extended_objects,20241027,90662058,0,rp,rp,314.689923041262,44.32999838012221,8.003210067749023,25.88848876953125,1437.2274169921875,29.529541015625,2.286754608154297,89.17996978759766,24,0.023682568222284317,0.015622086822986603,60.0,25.0,25.0,2.297796118827372,28.0,32.0,29.0,29.0,3.0,34.0
extended_objects,20241027,90662059,0,gp,gp,314.68995421463717,44.330054561253334,7.80230188369751,26.518529891967773,1356.5755615234375,28.07198715209961,2.3656322956085205,93.50443267822266,18,0.030099209398031235,0.018391313031315804,120.0,17.0,54.0,2.366907357592953,22.0,25.0,20.0,20.0,4.0,24.0
extended_objects,20241027,90662061,0,rp,rp,275.43934342881874,64.37121717552998,35.018043518066406,26.17333221435547,1672.1800537109375,31.287328720092773,2.409809112548828,85.68597412109375,9,0.021100787445902824,0.005309030879288912,60.0,7.0,18.0,2.4038833350387425,10.0,10.0,9.0,9.0,2.0,10.0
extended_objects,20241027,90662062,0,rp,rp,275.46552143903807,64.36630678996733,35.390769958496094,26.37489128112793,1499.4632568359375,29.683303833007812,2.3506476879119873,83.08637237548828,11,0.022235531359910965,0.013056823052465916,60.0,11.0,14.0,2.3499349113723005,11.0,11.0,12.0,12.0,2.0,11.0
extended_objects,20241027,90662063,0,gp,gp,275.46567728976964,64.36663245976834,35.632591247558594,26.817209243774414,1546.257080078125,29.827104568481445,2.6101155281066895,107.60600280761719,7,0.02233368344604969,0.015206921845674515,120.0,9.0,34.0,2.607340751983774,11.0,11.0,9.0,9.0,2.0,11.0
extended_objects,20241027,90662064,0,gp,gp,275.4656772297237,64.36663663788465,35.89975357055664,26.72056007385254,1625.8336181640625,30.56696128845215,2.500528335571289,95.45116424560547,8,0.021326974034309387,0.009482739493250847,120.0,8.0,35.0,2.4932655041191567,9.0,9.0,10.0,10.0,4.0,9.0
extended_objects,20241027,90662067,0,rp,rp,317.9350439411444,59.983985575986026,22.778366088867188,23.872426986694336,964.6611328125,24.635398864746094,2.3703763484954834,79.899658203125,12,0.03044731914997101,0.01403907872736454,30.0,9.0,22.0,2.3677030525953286,15.0,16.0,14.0,14.0,1.0,15.0
extended_objects,20241027,90662068,0,rp,rp,317.93509653477776,59.983941046438865,22.795400619506836,23.29552459716797,275.05670166015625,14.264538764953613,2.4449474811553955,93.73875427246094,13,0.028857359662652016,0.010940592736005783,10.0,9.0,1.0,2.4335163702937996,16.0,17.0,13.0,13.0,1.0,16.0
extended_objects,20241027,90662069,0,rp,rp,317.93481259838745,59.98397529001977,22.804771423339844,21.928428649902344,84.61763763427734,9.706010818481445,1.819771409034729,59.65999221801758,12,0.02736540511250496,0.024778001010417938,3.0,5.0,8.0,1.833553530960705,14.0,15.0,13.0,13.0,3.0,14.0
extended_objects,20241027,90662070,0,gp,gp,317.93511400748844,59.983985380874834,22.816856384277344,21.997520446777344,39.21877670288086,8.45700454711914,2.136615753173828,80.6868667602539,9,0.04262619465589523,0.029311563819646835,3.0,7.0,3.0,2.1352286062269266,9.0,11.0,13.0,13.0,1.0,9.0
extended_objects,20241027,90662071,0,gp,gp,317.9350316318006,59.98382964718804,22.835901260375977,23.080564498901367,131.52186584472656,11.91731071472168,2.3039915561676025,83.69060516357422,9,0.01837126538157463,0.013663673773407936,10.0,7.0,7.0,2.287678123509984,12.0,16.0,11.0,11.0,2.0,12.0
extended_objects,20241027,90662072,0,gp,gp,317.9349670606316,59.983964390721916,22.85486602783203,24.418052673339844,384.1532897949219,19.983110427856445,2.4905810356140137,87.60822296142578,7,0.017755452543497086,0.010777819901704788,30.0,7.0,14.0,2.4085560419591867,9.0,9.0,10.0,10.0,1.0,9.0
extended_objects,20241027,90662077,0,halpha,Halpha,317.93547540348146,59.99295709006057,23.859045028686523,24.614994049072266,96.21846008300781,13.708548545837402,2.0935096740722656,71.26719665527344,19,0.053429365158081055,0.031035643070936203,300.0,23.0,95.0,2.0915669243479655,22.0,23.0,24.0,24.0,5.0,26.0
extended_objects,20241027,90662078,0,gp,gp,317.9347822124459,59.992914387536814,24.090496063232422,27.654460906982422,1396.458740234375,50.41254425048828,2.4524588584899902,42.19817352294922,0,0.04066169261932373,0.01960410736501217,150.0,14.0,48.0,2.4720793672805077,1.0,4.0,15.0,12.0,2.0,3.0
extended_objects,20241027,90662101,0,rp,rp,353.9646547469713,30.470610965039945,8.046168327331543,27.614795684814453,1452.782958984375,29.55338478088379,2.1276872158050537,77.35482788085938,19,0.018483681604266167,0.011056970804929733,120.0,20.0,40.0,2.1195871023277384,21.0,23.0,23.0,23.0,1.0,23.0
extended_objects,20241027,90662102,0,rp,rp,353.95879055557197,30.48508413614162,7.469188213348389,24.737064361572266,122.65252685546875,10.623621940612793,1.88994300365448,57.44224548339844,8,0.021551543846726418,0.01211662869900465,10.0,11.0,8.0,1.8902104561061641,10.0,11.0,10.0,10.0,0.0,12.0
extended_objects,20241027,90662104,0,gp,gp,353.9587960742702,30.485091956040968,6.739283084869385,27.830047607421875,693.223388671875,21.27898406982422,2.137774705886841,81.93753051757812,14,0.01576242595911026,0.008409680798649788,120.0,14.0,36.0,2.135588894032707,18.0,19.0,15.0,15.0,0.0,21.0
extended_objects,20241027,90662105,0,rp,rp,1.808506089115173,64.95266519949375,28.094566345214844,25.274824142456055,119.50010681152344,10.62413501739502,1.9038699865341187,64.50467681884766,38,0.03740513697266579,0.026763005182147026,10.0,58.0,3.0,1.9038712426705728,42.0,45.0,57.0,57.0,1.0,51.0
extended_objects,20241027,90662107,0,gp,gp,1.8084397079688512,64.95251090279143,27.848928451538086,27.397371292114258,867.3787231445312,22.81855583190918,2.263664484024048,85.00624084472656,43,0.02752692811191082,0.012629985809326172,120.0,53.0,52.0,2.2632793098724475,51.0,55.0,49.0,49.0,1.0,58.0
extended_objects,20241027,90662108,0,rp,rp,23.63088638041947,30.778663839633655,21.575183868408203,24.07109260559082,130.48013305664062,10.831872940063477,2.2188000679016113,78.0473861694336,4,0.04005659744143486,0.017497433349490166,10.0,6.0,3.0,2.2321192363098405,4.0,5.0,9.0,9.0,1.0,4.0
extended_objects,20241027,90662111,0,gp,gp,23.635968844077183,30.78042806901415,19.61882209777832,24.959800720214844,243.38861083984375,13.279423713684082,2.41318416595459,97.08550262451172,4,0.03296370059251785,0.027008363977074623,30.0,4.0,14.0,2.4127566672161507,4.0,5.0,4.0,4.0,0.0,4.0
extended_objects,20241027,90662112,0,gp,gp,23.63595460656375,30.780431676622584,19.000999450683594,26.27021598815918,1311.9207763671875,27.616228103637695,2.2063117027282715,81.42765045166016,4,0.06640154123306274,0.041843563318252563,150.0,9.0,47.0,2.210688489240168,6.0,6.0,21.0,20.0,1.0,5.0
extended_objects,20241027,90662114,0,rp,rp,25.570458851263524,51.56784950423459,20.519628524780273,27.71940040588379,10568.1767578125,89.38824462890625,2.2748236656188965,66.16282653808594,31,0.04267052933573723,0.031593963503837585,600.0,45.0,121.0,2.276311856159217,33.0,33.0,36.0,36.0,18.0,39.0
extended_objects,20250805,93481046,0,r,R,249.9836431243988,-17.1967958922943,54.78936767578125,29.198848724365234,9623.53125,85.90864562988281,4.520451068878174,287.4239807128906,3,0.04130826145410538,0.01919625513255596,300.0,7.0,77.0,4.346823813836568,3.0,7.0,4.0,4.0,6.0,8.0
extended_objects,20250805,93481047,0,r,R,249.98350280400075,-17.196626590762357,54.964881896972656,28.95319175720215,5809.853515625,65.2582015991211,4.328671932220459,218.1712646484375,0,0.10366503894329071,0.05843958631157875,240.22000122070312,11.0,55.0,4.296993160290097,2.0,3.0,7.0,7.0,7.0,3.0
extended_objects,20250805,93481048,0,r,R,249.97830391411676,-17.235548326398728,55.251590728759766,32.18699264526367,4913.04736328125,59.737403869628906,4.10446310043335,171.4505615234375,2,1.144999720037454e-11,0.0,240.0,3.0,87.0,4.0588366101718965,7.0,1.0,6.0,6.0,11.0,16.0
extended_objects,20250805,93481049,0,r,R,250.02257754928382,-17.196348431054265,55.40427017211914,28.909936904907227,4577.17431640625,57.158145904541016,4.177860736846924,240.51600646972656,7,0.09188319742679596,0.04909202456474304,240.0,13.0,60.0,4.179044171959752,8.0,11.0,16.0,16.0,13.0,15.0
extended_objects,20250805,93481050,0,r,R,250.02260252571756,-17.196292394498332,55.601463317871094,28.96771240234375,4417.20068359375,55.991180419921875,4.3262248039245605,264.7291259765625,7,0.07461076974868774,0.04355253651738167,240.0,15.0,69.0,4.353796124450373,12.0,15.0,18.0,18.0,12.0,17.0
extended_objects,20250805,93481052,0,oiii,OIII,251.12678570538543,23.799203633864057,26.274269104003906,26.45271873474121,105.68814086914062,10.7962007522583,2.645951271057129,104.42957305908203,9,0.10620275139808655,0.030466169118881226,400.0,11.0,124.0,2.640754936597655,11.0,10.0,12.0,12.0,3.0,11.0
extended_objects,20250805,93481053,0,oiii,OIII,251.12681107573763,23.799273741164335,27.417482376098633,25.916940689086914,64.48020935058594,9.315171241760254,2.6345767974853516,100.03687286376953,8,0.1387234777212143,0.023213475942611694,240.0,10.0,77.0,2.631905269202211,9.0,10.0,10.0,10.0,5.0,10.0
extended_objects,20250805,93481054,0,oiii,OIII,251.12682354597348,23.799368854596768,28.048053741455078,24.43042755126953,16.652292251586914,7.208893299102783,2.6782290935516357,112.49161529541016,5,0.07055719196796417,0.059089865535497665,60.0,5.0,21.0,2.6797334831683113,6.0,6.0,7.0,7.0,2.0,6.0
extended_objects,20250805,93481055,0,oiii,OIII,226.62163429020805,55.763263876567024,41.13996124267578,26.060420989990234,78.21849822998047,9.627721786499023,3.4322478771209717,172.55972290039062,5,0.07209434360265732,0.031182270497083664,300.0,7.0,84.0,3.416204396216389,5.0,6.0,6.0,6.0,0.0,6.0
extended_objects,20250805,93481057,0,oiii,OIII,267.959528305546,23.072041787090132,21.356359481811523,26.146446228027344,72.82738494873047,9.307552337646484,2.6789886951446533,107.59613037109375,18,0.10434091836214066,0.049257270991802216,300.0,23.0,115.0,2.677109056383713,22.0,26.0,23.0,23.0,6.0,28.0
extended_objects,20250805,93481058,0,oiii,OIII,259.29747230004347,43.12567194371904,25.045881271362305,24.119964599609375,38.87681198120117,11.021041870117188,4.324474334716797,314.717529296875,0,0.2540811002254486,0.1785123497247696,150.0,5.0,54.0,4.30096924218943,2.0,27.0,14.0,14.0,6.0,5.0
extended_objects,20250805,93481059,0,b,B,298.44870669024937,18.77564355177785,18.969402313232422,27.676801681518555,735.6022338867188,50.03573989868164,2.4138667583465576,17.959056854248047,14,0.10097268968820572,0.08401144295930862,300.0,596.0,88.0,2.404820987575445,63.0,289.0,300.0,198.0,22.0,65.0
extended_objects,20250805,93481060,0,oiii,OIII,298.4496399353038,18.775055371732275,18.6458683013916,26.703981399536133,144.61976623535156,17.112518310546875,2.1680662631988525,37.21089172363281,9,0.10179874300956726,0.057353924959897995,600.0,384.0,179.0,2.157314396053998,103.0,216.0,143.0,136.0,7.0,134.0
extended_objects,20250805,93481061,0,r,R,299.9058003106554,22.717946812130652,14.61075210571289,27.96122169494629,587.4795532226562,102.15472412109375,2.5610430240631104,115.45170593261719,4,0.04424896091222763,0.02976493164896965,120.0,157.0,37.0,2.561107765259554,36.0,52.0,73.0,56.0,4.0,41.0
extended_objects,20250805,93481062,0,v,V,299.90579074934635,22.717858024116715,14.564276695251465,27.742944717407227,778.2860717773438,155.98036193847656,2.5622527599334717,196.0559539794922,0,0.08148379623889923,0.05804640054702759,180.0,81.0,68.0,2.5675525294198027,10.0,27.0,92.0,30.0,2.0,10.0
extended_objects,20250805,93481063,0,b,B,299.905814095846,22.717835324803044,14.562105178833008,27.73566436767578,565.396484375,40.78793716430664,2.782371997833252,123.93992614746094,3,0.04737311974167824,0.03157095983624458,240.0,89.0,80.0,2.77435393557285,26.0,54.0,49.0,44.0,4.0,29.0
extended_objects,20250805,93481064,0,v,V,290.3409244655486,37.71704387817478,10.697516441345215,29.251977920532227,946.3207397460938,27.06249237060547,3.3830554485321045,161.6267852783203,58,0.03305794298648834,0.022345256060361862,300.0,127.0,108.0,3.3661232479211356,116.0,160.0,133.0,122.0,26.0,174.0
